Species	Status
Mungos_dietrichi	extinct
Mungos_minutus	extinct
Mustela_altaica	extant
Mustela_constricta	extinct
Mustela_erminea	extant
Mustela_eversmanni	extinct
Mustela_frenata	extant
Mustela_larteti	extinct
Mustela_leporinum	extinct
Mustela_lutreola	extant
Mustela_majori	extinct
Mustela_meltoni	extinct
Mustela_nivalis	extant
Mustela_palaeosinensis	extinct
Mustela_palerminea	extinct
Mustela_pliocaenica	extinct
Mustela_praenivalis	extinct
Mustela_putorius	extant
Mustela_rexroadensis	extinct
Mustela_sibiricus	extinct
Mustelavus_priscus	extinct
Myacyon_djambir	extinct
Namafelis_minor	extinct
Namibictis_senuti	extinct
Nannomephitis_crassidens	extinct
Nanosmilus_kurteni	extinct
Nasua_pronarica	extinct
Neofelis_nebulosa	extant
Nimravides_catacopsis	extinct
Nimravides_galiani	extinct
Nimravides_pedionomus	extinct
Nimravus_brachyops	extinct
Nimravus_intermedius	extinct
Nimravus_mongoliensis	extinct
Nyctereutes_abdeslami	extinct
Nyctereutes_barryi	extinct
Nyctereutes_donnezani	extinct
Nyctereutes_lockwoodi	extinct
Nyctereutes_megamastoides	extinct
Nyctereutes_sinensis	extinct
Nyctereutes_tingi	extinct
Oligobunis_crassivultus	extinct
Oligobunis_floridanus	extinct
Oodectes_herpestoides	extinct
Orangictis_gariepensis	extinct
Osbornodon_brachypus	extinct
Osbornodon_fricki	extinct
Osbornodon_iamonensis	extinct
Osbornodon_renjiei	extinct
Osbornodon_sesoni	extinct
Osbornodon_wangi	extinct
Otarocyon_cooki	extinct
Otarocyon_macdonaldi	extinct
Oxetocyon_cuspidatus	extinct
Pachycrocuta_bellax	extinct
Pachycrocuta_brevirostris	extinct
Pachycynodon_boriei	extinct
Pachycynodon_crassirostris	extinct
Pachycynodon_dubius	extinct
Pachycynodon_filholi	extinct
Pachycynodon_tedfordi	extinct
Paguma_larvata	extant
Palaearctonyx_meadi	extinct
Palaeomeles_pachecoi	extinct
Paludolutra_lluecai	extinct
Pannonictis_nestii	extinct
Pannonictis_pachygnatha	extinct
Pannonictis_pliocaenica	extinct
Pannonictis_rumana	extinct
Panthera_blytheae	extinct
Panthera_gombaszoegensis	extinct
Panthera_leo	extant
Panthera_microtis	extinct
Panthera_onca	extant
Panthera_palaeosinensis	extinct
Panthera_pardus	extant
Panthera_spelaea	extinct
Panthera_tigris	extant
Paracynarctus_kellogi	extinct
Paracynarctus_sinclairi	extinct
Paradaphoenus_cuspigerus	extinct
Paradaphoenus_minimus	extinct
Paradaphoenus_tooheyi	extinct
Paradoxurus_hermaphroditus	extant
Paraenhydrocyon_josephi	extinct
Paraenhydrocyon_robustus	extinct
Paraenhydrocyon_wallovianus	extinct
Paragale_huerzeleri	extinct
Parahyaena_brunnea	extinct
Parahyaena_howelli	extinct
Parailurus_anglicus	extinct
Parailurus_baikalicus	extinct
Parailurus_hungaricus	extinct
Paralutra_garganensis	extinct
Paramachaerodus_maximiliani	extinct
Paramachaerodus_orientalis	extinct
Paramartes_pococki	extinct
Parameles_ferus	extinct
Parameles_suillus	extinct
Paramiacis_exilis	extinct
Paranasua_biradica	extinct
Parataxidea_crassa	extinct
Parataxidea_maraghana	extinct
Parataxidea_polaki	extinct
Parataxidea_sinensis	extinct
Paratomarctus_euthos	extinct
Paratomarctus_temerarius	extinct
Parenhydriodon_csakvarensis	extinct
Parictis_dakotensis	extinct
Parictis_gilpini	extinct
Parictis_major	extinct
Parictis_montanus	extinct
Parictis_parvus	extinct
Parictis_personi	extinct
Parictis_primaevus	extinct
Paroligobunis_frazieri	extinct
Paroligobunis_petersoni	extinct
Paroligobunis_simplicidens	extinct
Paroodectes_feisti	extinct
Percrocuta_abessalomi	extinct
Percrocuta_algeriensis	extinct
Percrocuta_eximia	extinct
Percrocuta_leakeyi	extinct
Percrocuta_minor	extinct
Percrocuta_miocenica	extinct
Percrocuta_senyureki	extinct
Percrocuta_tobieni	extinct
Percrocuta_tungurensis	extinct
Philotrox_condoni	extinct
Phlaocyon_achoros	extinct
Phlaocyon_annectens	extinct
Phlaocyon_latidens	extinct
Phlaocyon_leucosteus	extinct
Phlaocyon_mariae	extinct
Phlaocyon_marslandensis	extinct
Phlaocyon_minor	extinct
Phlaocyon_multicuspis	extinct
Phlaocyon_taylori	extinct
Phlaocyon_yatkolai	extinct
Phoberocyon_akhmetievi	extinct
Phoberocyon_aurelianensis	extinct
Phoberocyon_dehmi	extinct
Phoberocyon_hispanicus	extinct
Phoberocyon_johnhenryi	extinct
Phoberocyon_youngi	extinct
Phoberogale_depereti	extinct
Phoberogale_ginesticus	extinct
Phoberogale_shareri	extinct
Plesictis_bransatensis	extinct
Plesictis_cultellatus	extinct
Plesictis_dieupentalensis	extinct
Plesictis_genetoides	extinct
Plesictis_humilidens	extinct
Plesictis_julieni	extinct
Plesictis_laugnacensis	extinct
Plesictis_milloquensis	extinct
Plesictis_palustris	extinct
Plesictis_pygmaeus	extinct
Plesictis_solidus	extinct
Plesictis_stenogalinus	extinct
Plesictis_stenoplesictoides	extinct
Plesictis_vireti	extinct
Plesiogale_angustifrons	extinct
Plesiogale_postfelina	extinct
Plesiogulo_botori	extinct
Plesiogulo_brachygnathus	extinct
Plesiogulo_crassa	extinct
Plesiogulo_lindsayi	extinct
Plesiogulo_marshalli	extinct
Plesiogulo_minor	extinct
Plesiogulo_monspessulanus	extinct
Plesiogulo_praecocidens	extinct
Plesiomeles_cajali	extinct
Pliocrocuta_perrieri	extinct
Pliocyon_medius	extinct
Pliocyon_robustus	extinct
Pliogale_furlongi	extinct
Pliogale_manka	extinct
Plionarctos_edensis	extinct
Plionictis_buwaldi	extinct
Plionictis_gazini	extinct
Plionictis_kinseyi	extinct
Plionictis_oaxacaenis	extinct
Plionictis_oaxaquenis	extinct
Plionictis_ogygia	extinct
Plionictis_parviloba	extinct
Pliotaxidea_garberi	extinct
Pliotaxidea_nevadensis	extinct
Plioviverrops_faventinus	extinct
Plioviverrops_gaudryi	extinct
Plioviverrops_gervaisi	extinct
Plioviverrops_guerini	extinct
Plioviverrops_orbignyi	extinct
Plithocyon_antunesi	extinct
Plithocyon_armagnacensis	extinct
Plithocyon_barstowensis	extinct
Plithocyon_bruneti	extinct
Plithocyon_conquense	extinct
Plithocyon_teilhardi	extinct
Poecilictis_libyca	extinct
Pogonodon_davisi	extinct
Pogonodon_eileenae	extinct
Pogonodon_paucidens	extinct
Pogonodon_platycopsis	extinct
Polgardia_pannonica	extinct
Pratifelis_martini	extinct
Prepoecilogale_bolti	extinct
Prionailurus_bengalensis	extant
Pristifelis_attica	extinct
Pristinailurus_bristoli	extinct
Proailurus_lemanensis	extinct
Probassariscus_matthewi	extinct
Procynodictis_progressus	extinct
Procynodictis_vulpiceps	extinct
Procyon_lotor	extant
Procyon_rexroadensis	extinct
Prodaphaenus_scotti	extinct
Prohesperocyon_wilsoni	extinct
Promartes_darbyi	extinct
Promartes_gemmarosae	extinct
Promartes_lepidus	extinct
Promartes_olcotti	extinct
Promartes_vantassalensis	extinct
Promegantereon_ogygia	extinct
Promeles_macedonicus	extinct
Promeles_palaeatticus	extinct
Promeles_smyrnensis	extinct
Promephitis_alexeevi	extinct
Promephitis_brevirostris	extinct
Promephitis_gaudryi	extinct
Promephitis_hootoni	extinct
Promephitis_lartetii	extinct
Promephitis_maeotica	extinct
Promephitis_maxima	extinct
Promephitis_parvus	extinct
Promephitis_pristinidens	extinct
Proputorius_lufengensis	extinct
Proputorius_minimus	extinct
Proputorius_pusillus	extinct
Proputorius_sansaniensis	extinct
Proputorius_yaogouensis	extinct
Prosansanosmilus_eggeri	extinct
Prosansanosmilus_peregrinus	extinct
Protepicyon_raki	extinct
Protictis_agastor	extinct
Protictis_aprophatos	extinct
Protictis_dellensis	extinct
Protictis_haydenianus	extinct
Protictis_laytoni	extinct
Protictis_paralus	extinct
Protictis_schaffi	extinct
Protictitherium_aegaeum	extinct
Protictitherium_cingulatum	extinct
Protictitherium_crassum	extinct
Protictitherium_csakvarense	extinct
Protictitherium_gaillardi	extinct
Protictitherium_intermedium	extinct
Protictitherium_llopisi	extinct
Protictitherium_praecurrens	extinct
Protictitherium_sumegense	extinct
